gene,log2FC,pvalue,padj
SMCO3,0.007392737296330054,0.09242212559018732,0.200485557443204
TTC7A,0.013873807592875487,0.09247255631389734,0.20053398079519602
WIPF2,0.016172821757400868,0.09249982916961506,0.20053398079519602
DSTN,-0.02046467719507916,0.09248343174388865,0.20053398079519602
LRRC56,0.01117015610199612,0.09249310928328157,0.20053398079519602
TMEM237,-0.009258623875904703,0.09263097671109917,0.20078824703435502
HPR,0.006361551509185048,0.09270604145388038,0.20092088948346604
PTP4A1,-0.010207551810276883,0.09272939854796068,0.20094144353211588
PSMD7,-0.025146391943824398,0.09294944205849709,0.20138814043010797
ATP5G2,-0.016532286318142297,0.09298998807645265,0.20144585511506732
MYL2,0.005747492669766707,0.09301040056707928,0.20145994344453064
ZC3H8,-0.011900685538132727,0.09305827692863326,0.20151705348756863
SNX8,0.018716565995422485,0.09306459339811837,0.20151705348756863
EYA3,-0.007228472716312773,0.09317076922563436,0.2017168044041985
TMEM79,0.02402547342928596,0.09325662093004985,0.2018362802783998
GOLGA3,0.028309175247080987,0.09325236474959527,0.2018362802783998
PLEK,0.04205100807360651,0.09326775917587199,0.2018362802783998
SETD2,0.023607723037079253,0.0932918867043403,0.20185833388492155
LOC101928009,0.007420198205570827,0.09332040217323835,0.2018898737979364
ATP13A3,0.00837250155271363,0.0933514938939806,0.20192697693554584
GDF15,0.006753149122622482,0.09340232063557177,0.20200675109535934
CRCP,0.022140602630989825,0.09343334539573585,0.2020135206317119
PLEKHG1,-0.006722270810336717,0.09342912254027969,0.2020135206317119
SLCO1B1,0.01078900178693143,0.0934499825290259,0.202019335365733
SEC23B,0.023229189084068125,0.09348940992472093,0.20207440879714342
IFNE,-0.005864681825937801,0.09356780159294284,0.20221367327248344
GOLGA8B,-0.05235497014614943,0.09360029601453519,0.2022537203452973
SIAH3,0.005687591521023272,0.0936531781398587,0.20233780312913385
UBTF,0.008385534616192736,0.0937492063022499,0.20248486490930323
GPR68,0.024667732278835786,0.09374901699676748,0.20248486490930323
SIDT1,0.019399289623491356,0.09388039608489761,0.20269022154135213
CCAR1,-0.00857961543405139,0.09388782397148897,0.20269022154135213
FAM129C,-0.029797879279425565,0.09390026142933394,0.20269022154135213
NT5M,0.046497683583820226,0.0938598429909438,0.20269022154135213
FANCA,0.008372802333570739,0.09394912777848029,0.20269321853561317
TMED4,-0.018880705957237787,0.09393445216397142,0.20269321853561317
HDAC4,0.03389742379858518,0.0939576269848182,0.20269321853561317
GOLT1B,-0.027877743584100223,0.09395646579047298,0.20269321853561317
CNTRL,-0.022763829122443013,0.09411628546024603,0.20300525370159397
LRTOMT,0.007003971490720851,0.0941322243700832,0.20300940109831522
IFITM1,-0.053857221749186834,0.09421694433755345,0.20316186121559093
RSPRY1,0.03272584480908236,0.09424766552872382,0.2031733826257752
CEMIP,0.0052513827843103655,0.09426436973523952,0.2031733826257752
MBNL3,0.047362469870537716,0.09425177527704459,0.2031733826257752
MYLK,0.009425836083695849,0.09429443679026087,0.20320794858951619
COG5,-0.008886857964925277,0.09434149604641226,0.20327911763407247
TACR3,0.010994863371089458,0.09447133964562851,0.20351987565656784
NCOA3,-0.01448105225066687,0.09448133415594878,0.20351987565656784
KLHL14,-0.007759102660563677,0.09455938619630012,0.20362743824965968
C1orf194,0.011464684025570548,0.09455190082539564,0.20362743824965968
BAZ1A,-0.03645967714686016,0.09457451141411385,0.20362973440196597
LAS1L,0.01745732679044565,0.09459229443327608,0.20363775157127983
POLR3H,0.011192105791856477,0.094700083960178,0.2038395030582877
GSR,0.016695672262825312,0.09471927764696579,0.203850522650617
DCAF4,-0.017158347412811636,0.09489784242475097,0.2041825302245167
WAPL,-0.022407487255272862,0.09492485367746324,0.2041825302245167
FBLN2,0.009163938825420104,0.09492993361860642,0.2041825302245167
LOC101929697,0.00940012487614883,0.09492684019833138,0.2041825302245167
GALK2,0.011142479733886823,0.09507007326355077,0.20445359185586776
TMEM135,-0.01196414519536404,0.09513169978839814,0.20455575114833116
PRICKLE1,-0.02266084054763695,0.09516516229460721,0.20459732977216727
URGCP,0.018365214377302763,0.0951939579302991,0.20462886415293147
TGM1,0.00872625027043572,0.09522156209876398,0.20465782837787466
KRT83,0.009647873845748833,0.09532060221400464,0.20484029710202423
ZNF766,-0.018269640227896566,0.09533803134425693,0.20484735884738428
CALML5,0.013580070647036813,0.09538263992134723,0.20491280875419657
SYTL2,0.025103733493515357,0.09543574300589508,0.20499648549568208
SH3GLB2,0.047037796921145514,0.09557509719445269,0.20520452234871817
ZMPSTE24,-0.04744810477763117,0.09556101546859797,0.20520452234871817
SSX2IP,-0.007777072308067012,0.09556063379805177,0.20520452234871817
CAGE1,0.0130234976074588,0.0955965186291836,0.20522009423819404
ZNF558,-0.01563306833752076,0.0957576693199245,0.20553557830909697
HSF4,0.006724515200256853,0.09581208054817447,0.20562189578600668
NHLRC2,-0.010205474003397441,0.09582984857408733,0.20562955951808606
POLE2,-0.010489336150254935,0.09593927636824681,0.20583387333990324
ZNF254,-0.007857504674310789,0.09601955636265362,0.20597560046751706
FUT11,0.01833568765220761,0.09618594458490883,0.2063019726592358
DDX20,-0.006878251436136296,0.09624827601478617,0.20640509768998563
GABARAPL2,-0.026054975035156858,0.09629754279671791,0.20648017910698183
UBA6,-0.03191063505816505,0.09636193756836794,0.20658767077268225
ECI2,-0.014072638493012768,0.09655245638710026,0.20696548443255294
NELFA,0.015046126319504971,0.09657227260386322,0.20697733003763763
HSD17B11,-0.029982992560002586,0.0965873276430628,0.2069789693123423
PPM1G,0.016934094617237605,0.09669217189600525,0.20717299079019824
HLA-DRB6,0.09427279793957943,0.09677891648081463,0.20732818019643826
SLC38A6,-0.011242981603362345,0.09686567136086524,0.20748334575432892
C17orf74,0.014182778114750327,0.09696665393709669,0.2076689362154234
AS3MT,0.006908298789796596,0.09715839458989779,0.20804881538144288
CAD,0.015133126525485707,0.09717844043005071,0.20806098022008196
GNB5,-0.011032782761080995,0.09724115521188158,0.2081644830163897
FAM101A,0.01162582591188066,0.09736283894973397,0.20839417161932122
SLC2A14,0.024375030917850538,0.09740184654210989,0.208446859532494
C8orf44,-0.013726222840197977,0.09746107406618203,0.20854279757343486
ZNF331,-0.008354364268218006,0.09749654201571631,0.20858787511900073
NAALADL1,0.020969943835448035,0.09752913032993414,0.20862677945632346
P2RY14,-0.008545125733339987,0.09756226507049888,0.20866684100429794
SCARB1,0.017539516429218693,0.09757962579710977,0.20867315813455453
RNF181,-0.027191773340668135,0.09763628952727424,0.2087635101141187
SNORA32,0.017040369310582726,0.09789231447244978,0.20928004174449633
TPTE2P6,0.009270507943197615,0.09796837956944907,0.20935422078253316
UBE2E3,0.008707847714268802,0.09795528979448448,0.20935422078253316
GLP1R,-0.008765370876449019,0.09797037479039007,0.20935422078253316
DEC1,0.006475622526378011,0.09799404380013398,0.2093739091903143
DENND2A,-0.006814029649548914,0.09802322530827973,0.20940536804795332
POP1,0.01025863219928791,0.09807562629835875,0.20948641370084475
EXOC1,-0.01480599384945247,0.09811597178920614,0.20951079690326727
PDAP1,0.01711692999994341,0.09811554044837387,0.20951079690326727
TTC30A,0.009775291193133917,0.09821582259483011,0.20969309765087255
SPAG1,-0.005695940812189271,0.09827993885536548,0.20979906181003888
KIAA0226L,0.04482864835928613,0.09833326751128346,0.20985256336485994
RIMKLB,-0.005689237441623085,0.09833397870459157,0.20985256336485994
ZNF165,-0.008458751359560424,0.09837122559127984,0.20990112425811686
TIMM8A,-0.006943703704800797,0.09844859501264507,0.210035270314207
C12orf66,-0.008778985149406893,0.09860675975637562,0.2103417243462952
MAP1LC3B,-0.029764445784010718,0.098638853352993,0.21037920070162724
RAD51,0.016616457893054104,0.09868443210087251,0.21041444347843918
TCHH,0.011091730231871821,0.09868137954714176,0.21041444347843918
ZMYND8,0.010156343353528996,0.09873788092896407,0.2104974193958074
MAT2A,-0.03523218892736679,0.0988081832347929,0.21061629521305966
C12orf60,-0.004227322312317483,0.09885743818881167,0.21069027880028665
CSNK1A1L,0.005917541895269274,0.09892088961904633,0.21079449245877108
ZBTB32,0.01714155951633156,0.09895861493736119,0.21084386271737857
UHRF1BP1L,-0.009199712561056117,0.09897849564294325,0.21085520383768055
BCAS1,-0.004046512723162365,0.09916175878888844,0.2112145462203324
ZNF680,-0.01147311031187126,0.09923372799636228,0.2113056918993401
RNF34,-0.011599344203960804,0.099230544161979,0.2113056918993401
KCNQ3,-0.006933695843010845,0.09931560991367701,0.21142306509224737
HVCN1,-0.025728606421260736,0.09931907074481182,0.21142306509224737
AVEN,-0.012368731748847672,0.09933936892527064,0.21142306509224737
HECTD2,0.010797504406419023,0.09934723702139157,0.21142306509224737
SPEF1,0.013199032043547554,0.09942534285501109,0.21155819978139864
PRRG2,-0.007607198359650624,0.09944164566692779,0.21156180902464483
GCHFR,0.026208331466834878,0.0995634057215645,0.2117783176259062
NAIF1,0.017292142930854126,0.0995726555531912,0.2117783176259062
CAPNS2,0.006766885864717409,0.09961652497711662,0.21182813279905402
PSMD8,-0.02067528650586148,0.09963995227561137,0.21182813279905402
INHBE,0.009613748846692971,0.09963715565234038,0.21182813279905402
FGL1,0.012438184107409711,0.09967686238908235,0.2118755026186482
RITA1,0.017337784674843704,0.09970436895881118,0.2119028730740163
CDKN2A,-0.005013352613220334,0.09973361108880732,0.21193392356371557
NEDD4L,0.014141801962807676,0.09981673525448455,0.21207944747336865
HIST2H2AB,0.009054578075877728,0.10002719926463748,0.21249544648709434
SERPINB9,-0.009255506581231643,0.10029227706911706,0.21296963405081792
VSIG10L,0.006058525100686829,0.10027494788071468,0.21296963405081792
TSPAN17,0.02194925108525414,0.10029452318838919,0.21296963405081792
RBFOX1,-0.006101854915324445,0.10033358928628212,0.21302135843191297
EFR3B,0.00769732065137152,0.10040492969919795,0.21314158020858612
BCL9,0.019351000489314707,0.1004269948279087,0.21315717952629393
TAOK3,0.01295669588708126,0.10052889928441476,0.21332090688470035
ZBTB34,0.01732301280609594,0.10053358950531376,0.21332090688470035
ERI3,0.017841520610128114,0.10056057549307719,0.21334105494783015
GPX8,0.012145802253311189,0.10057254371608562,0.21334105494783015
CSNK2B,0.033142172785565194,0.10061350771489519,0.21339669728255117
GDE1,0.03728321812380919,0.10071708270223143,0.21358509895448316
RBM41,-0.010961256867545899,0.10083495457973576,0.21377246518338597
CD8B,-0.023253492934166786,0.10083125361709222,0.21377246518338597
BCAT1,0.018689073557379032,0.1009105308519296,0.21390137990038757
KLK10,0.005874764710740443,0.10093879509923186,0.21392998364314814
SMAP1,-0.013701681467066962,0.10099568533301356,0.21393935267838554
SLC25A17,-0.01074666320875206,0.10098959583138153,0.21393935267838554
LRRC6,0.026694464916307226,0.10097051275274095,0.21393935267838554
MCM4,0.012085504721333962,0.1010022986478045,0.21393935267838554
TSPAN14///NUP58,0.030034940592226,0.10105786405839111,0.2140257498204031
PRELID1,0.028781846475629536,0.10109899464796303,0.21408155533349366
RNASE4,0.016205055565914783,0.1011498372690658,0.21415790717806593
PITPNC1,0.017362009218283347,0.10117868359411604,0.21416235493826466
MCRS1,0.017886463699953836,0.10118151027634252,0.21416235493826466
RSPO3,0.009995126053985004,0.10120395167006431,0.21417855581373635
UQCR10,-0.011216838773536075,0.101286660591511,0.21432227786814392
SFT2D3,-0.011731321213989787,0.10130229564534937,0.21432405055904769
TAF1L,0.014480200303720103,0.10133264762198706,0.21435695460155696
PARPBP,-0.006195503243284328,0.10141281077946421,0.21449520317315415
TXNDC11,-0.014058505372516628,0.10144976153042803,0.21454202745024378
PKLR,0.004734130528418312,0.10156443972964324,0.21470875666877226
CCDC151,0.009400155073630678,0.10156411580690942,0.21470875666877226
IL18,0.04114243548534091,0.10157307378448133,0.21470875666877226
HGC6.3,0.007024118459942663,0.10166927363763854,0.2148807470257634
MEX3D,0.007637677049964431,0.10172375785423275,0.2149645329385333
PIK3C2A,0.01394922856642733,0.10174635933751544,0.21498092905099542
KSR1,0.007358660292949182,0.10187829234786999,0.21522829439418742
MVD,0.017130668831391027,0.10190619866458404,0.21525585262619737
ADAM17,0.011420805304757309,0.10199192481849627,0.2154055175081802
TRIM45,0.01023281628850281,0.10222227102026216,0.21586052973574532
GSC,0.014742673294317221,0.10227238615694352,0.21593487479550583
TMEM150B,0.01051656741370266,0.1023362945953072,0.21603831670579063
DPY19L2P2,0.006452452758091809,0.10239807534847947,0.2161372374449689
SCD5,-0.006981409030033525,0.10241533091250707,0.21614216129050742
GLT6D1,0.014345753208552914,0.1025393568148877,0.21637238404819834
RNF146,-0.014260356770267713,0.10256581220580163,0.21639668229990253
L3MBTL1,0.004323977930605238,0.10261014769529032,0.21645869199222037
KHK,0.007270435595954972,0.10263005312003648,0.21646915529206473
EXOC3L1,0.0068652300086373685,0.10266786681465741,0.2165173824903171
IER5,0.02406189085719035,0.10270537470408325,0.2165649508245657
CALR,0.0323414682971741,0.10278654324950465,0.21670455493825697
FITM1,0.01616281305215317,0.10285675761591129,0.21676022502900497
TIAM1,-0.01844990012373504,0.10286976486063125,0.21676022502900497
HCN1,0.007446843384284918,0.10287017095121362,0.21676022502900497
ATOH8,0.011211823746541505,0.10287364010434244,0.21676022502900497
IFI6,0.06870028226413893,0.10288777596481698,0.21676022502900497
GNPDA1,0.026855936282904835,0.10297839515802155,0.21691958631017805
MOB2,0.027975047094591865,0.10300400615324748,0.2169419841680437
STAU2,-0.017904143648510562,0.1030252216724829,0.21695511932309428
FAM96B,-0.02605688071609258,0.10313111068576863,0.21714653396898864
ZNF75D,-0.01528924260247333,0.10316710128992176,0.2171907405644225
CTRB2,0.012430431566373912,0.10339429354134942,0.2176373997460987
NCAN,0.028956125236616614,0.10348480406021356,0.21779626591225415
THBS4,-0.007682870464623903,0.10359408934294591,0.21798548837101162
SUV39H2,0.017602748435477267,0.10360481234093095,0.21798548837101162
IL4R,0.04265834821378078,0.10366479229748331,0.21804833744361724
MUC12,0.009353684096151227,0.10365866849123222,0.21804833744361724
TSPAN18,0.023614307675646096,0.10380686382528181,0.2182837711447999
TTLL5,-0.011144419093160884,0.10379968124417674,0.2182837711447999
LINC00323,0.013677148694538843,0.10394191600587,0.2185360301101787
GRB2,0.03187344180985896,0.10402277233746932,0.21867428657995727
SPHK1,0.010919212212751717,0.10405719626163898,0.21871490794566523
RNF212,0.007589952288460822,0.10410273539926324,0.2187788768895718
SLC8A3,0.00546051253931612,0.10416713768902178,0.21888246370053552
ZFAND5,-0.05582302109236004,0.10422699504078031,0.21897647173928952
HCN4,0.014802835198305608,0.10425047028790389,0.21899402634517764
WIPF3,0.0072716407077306755,0.10428255170467754,0.21902965181127457
NPLOC4,0.025657826470836476,0.10432164135639647,0.2190799845448813
ZNF79,-0.011644253088499035,0.10439549644038391,0.21919332670684738
EHHADH,-0.007124547776352408,0.10440587965690004,0.21919332670684738
ZNF804A,-0.007910869199162285,0.1044534036734331,0.21926131866753695
VPS45,-0.01937497587825554,0.10451692648048515,0.21933108709697868
HOXB2,0.02676900528399706,0.10451486826020474,0.21933108709697868
MRAP,0.006677274978199144,0.104649164500372,0.2195449737287642
KHDRBS1,-0.0400085171358473,0.10464096613163947,0.2195449737287642
SSX3,0.012964985847730759,0.10474884888419296,0.2197222776594715
RFT1,0.009762262125641463,0.1047884375772287,0.21976858481237688
RDM1,0.0083310459207242,0.10480127142357686,0.21976858481237688
KLHL6,0.020049241045435373,0.10497067859882336,0.22009196711426718
MORC3,-0.02139146944109349,0.10514186031722458,0.22038707740009855
CEP72,-0.008165233933342897,0.10513631428509587,0.22038707740009855
FAM98B,0.006827533446151612,0.10523566483672954,0.22055178259227182
RBL1,-0.009617462503593188,0.10535285282805035,0.22076543986711245
HIKESHI,-0.010298721930823262,0.1053887043576656,0.22080089026492758
PRLR,0.01195713514570862,0.10540025927172807,0.22080089026492758
STAU1,0.01892935847447319,0.10543899469351882,0.2208491745813215
LINC01311,0.006745522124920633,0.10545380360428193,0.2208491745813215
ATF7IP,0.013664191601386655,0.10551264331228662,0.220864691019924
CSNK1G1,-0.007641077327804169,0.10554873218120622,0.220864691019924
ZNF200,0.016137755492908745,0.10553499108606021,0.220864691019924
C11orf71,-0.009022197665600196,0.10552328580223527,0.220864691019924
IRX5,0.0056404539561460965,0.1055527058298753,0.220864691019924
ABCB10,-0.026811138072985408,0.10551779321694858,0.220864691019924
SLCO2B1,0.007572454232737336,0.10565242685089396,0.22104141997809448
CSTB,0.035411143373238474,0.10585813469947422,0.22143980690167311
LINC00672,0.013892449275753727,0.10602621462113851,0.22174224429160902
KLHL22,0.028390605069709807,0.10603616926494051,0.22174224429160902
IFIT5,-0.021618510545398983,0.10604864168792984,0.22174224429160902
ZDBF2,0.00911909623360252,0.10616182476166207,0.22194686343070344
MRM3,-0.01919721346908876,0.10622033240814403,0.22203713300614203
MOB3C,0.011538447355591508,0.10650847974260325,0.22257521578298448
MTERF1,-0.007500138403258028,0.10650635911279656,0.22257521578298448
TRIM48,0.01104564319478829,0.1066485117841956,0.22283569600148428
CPSF2,0.015735870717859868,0.10667655159115509,0.22286213374387573
PARP2,-0.0077176427420795335,0.10673275653591335,0.22294739625990326
CCL23,-0.026576394211828003,0.10687255786993057,0.2232072282895565
ACAA1,0.027025556325019906,0.10700424766193607,0.22345004658816064
SLC36A1,0.02605956833848211,0.1070418510835582,0.2234963487234045
EXD3,0.009098773946707439,0.10723787179516565,0.2238733547248745
TRIP10,0.005812735929300317,0.10725973536142804,0.22388672819929725
EPB41L4A,0.01977942514289932,0.10735377488240072,0.2240229072932001
SLC23A1,0.009258741783348512,0.10735590993662675,0.2240229072932001
XRCC2,-0.026649371465886418,0.10739808141500942,0.22407862449078023
CCR2,0.02299061160707261,0.1074597047597784,0.2241749047588406
ACAD11,0.021094738139934677,0.10767737038751274,0.22459663489238688
BIRC5,0.00732572223702288,0.10784990196579397,0.224891733382171
GPM6A,-0.007372232755515462,0.10784672990218042,0.224891733382171
UTP15,-0.009181463234440024,0.10792834482300635,0.224983695368731
HUWE1,0.017674457932543852,0.10794060336352608,0.224983695368731
CBX8,0.010775199382356604,0.10792946389743674,0.224983695368731
GRAP2,-0.023147130387884296,0.10797725181717145,0.22499532661774008
WT1,0.008549400757392078,0.1079766264933544,0.22499532661774008
RBM4B,0.018596899671715406,0.10818408668365247,0.22539388830926674
CARHSP1,0.04079400365872132,0.10821266061222257,0.22539411199950604
CYP2R1,-0.019864492552263968,0.10821531723588547,0.22539411199950604
ZC3H10,0.017211037592391065,0.10830497972636097,0.22554842938269049
HOXA3,0.005969780312327089,0.108360003494883,0.22563057656985128
SMAD5-AS1,0.010342316173328037,0.10849115949484102,0.22587120226006574
KMT2C,0.007387914687990715,0.10877405809283541,0.22638586305738312
TAS2R10,-0.009775404017302591,0.1087852531675909,0.22638586305738312
NOL3,0.006802090309919073,0.10876168301504362,0.22638586305738312
SERPINB8,-0.018248930106913974,0.10887776665465368,0.2264807657943421
GTF2H3,-0.013614236595987705,0.10887519615334146,0.2264807657943421
ATP6V1G2,0.009072434559411313,0.1088771950068957,0.2264807657943421
TXNL1,-0.015366734632476842,0.10894825471121111,0.22659484796628113
PGM2,-0.025478728817586394,0.10898498068183433,0.22663868775243196
ABT1,-0.011989224028650547,0.1090027090910611,0.22664301442361887
TMEM245,-0.030793213544314746,0.10920074923493533,0.22702219777792498
BTG1,0.04319390091891151,0.10925122340496228,0.22706194860058454
PJA1,-0.007969346166673219,0.10924911322718964,0.22706194860058454
ACADS,0.018380523721363673,0.10926919185683148,0.22706671088297664
ZNF654,0.012407424813928536,0.10932925170649072,0.22715892722949527
SLC26A5,0.00825450463190247,0.10935068850816666,0.22717087956860096
GIT2,0.019624132651297366,0.10937705946430692,0.22719190823266433
SNRNP200,0.01408485821547778,0.10939218227109922,0.22719190823266433
FAM89A,0.012531034633651572,0.10949247988947154,0.22736760985220156
MMS22L,0.008877292877974341,0.10961936631285517,0.22759846640989023
NUAK1,0.014748572018477013,0.10969352285251979,0.2276871574943962
MAST4,0.006621618882814317,0.10967895160378889,0.2276871574943962
FMO2,0.014701683969553514,0.10978442566697093,0.22784318976363477
GOLGA8IP,0.00787714228633618,0.10989481245208181,0.22803960795930558
CPM,0.009716931805396456,0.10995094843498089,0.22812341170781594
DSC1,-0.013472689544151706,0.11004016728962254,0.22827582111470823
OPN1SW,0.010778973030706851,0.1101441426425604,0.22845879450592077
TIA1,0.024417114758985115,0.11016918325263483,0.22847801406517224
FTH1,0.04061840072269618,0.11021454549348854,0.22850665286683194
LINC00856,0.006724301172810421,0.11020868182989375,0.22850665286683194
TTC5,0.019442031665106718,0.1105313499593011,0.2291306816674563
PRR21,0.012839525041291822,0.11062880375412437,0.22929988459856002
UPK1A,0.007292379506018243,0.11072704912911226,0.2294378511568043
NIM1K,-0.007149900652422936,0.11071855948182338,0.2294378511568043
RAB3GAP1,-0.025770202692422473,0.11079853584715717,0.22955313877989192
CORO1A,0.03511918217881238,0.11087546385601507,0.22967592593120714
HDAC5,0.007914243574715485,0.1108895160202245,0.22967592593120714
DNAAF3,0.007639502566590295,0.11094747942291731,0.2297631243868365
ALDH1B1,-0.008446207082614343,0.11102001509270923,0.2298804715658042
MESP2,0.00708904369500285,0.1111341505666924,0.23008391034991035
FBXO5,-0.013479350718404781,0.11117799485747536,0.23014178612486394
FLJ41130,-0.008224328536073244,0.11123230787549422,0.23022131284204891
NAPSB,-0.05813201067838847,0.11126829975155983,0.23026290235770716
MFAP3,0.014771051229168997,0.11140207629555234,0.23050681043782573
LOC101928433,0.013718487305871996,0.11143720336956722,0.2305426451184706
FKBPL,0.008937355705004535,0.11145122901957548,0.2305426451184706
PLPP5,-0.012626431863402843,0.1115548654132114,0.23072407120447722
ALG14,-0.006363297681119207,0.11188305470754487,0.23136981216220442
EFHB,0.008681700849524354,0.11202077842204078,0.23162154955957726
ARFGAP3,0.0118314617659534,0.11208654495978387,0.23172445292570792
IGHMBP2,0.019826322910696526,0.11215389097561497,0.23179751097186177
NDUFS7,0.03381534462475244,0.11214632315519814,0.23179751097186177
IFT27,-0.015595088170975657,0.11224123364621728,0.2319449319634486
PRPF4B,0.025254956280068797,0.11227693434926597,0.2319856087182266
APOBEC3D,0.020294039095304583,0.11243648975750342,0.23228214486488083
DUS3L,0.02202437517513456,0.11251538531535679,0.23241198529772217
ASB9,-0.004940629348497261,0.11266606691916747,0.23269004894584652
CNOT1,0.016950840745527884,0.1127419695491712,0.23281361376535442
SP4,-0.02888577645589674,0.1127838414181612,0.23286687941563033
C10orf11,0.021335388120182763,0.11284434140261937,0.23295858621373133
UFSP1,0.011611188575248121,0.11290478420127822,0.23305014883444689
TRIM36,0.00627942878477139,0.11294286474142226,0.23309553333068683
TPP2,-0.011245072669856526,0.11298150876594094,0.2331420676685979
TRPC6,-0.005022746162224756,0.11303722367156965,0.23321094114301874
TMEM240,0.006040459882698634,0.113047087666745,0.23321094114301874
TMEM5,-0.02123711213334456,0.11320511639141213,0.23350368923571824
TIMM17A,0.01016351973427998,0.11324970175102478,0.23356239216315575
POGZ,0.00899501586128526,0.11334855242798304,0.23373297741556184
GP6,0.016017830385855802,0.11339210346788861,0.23378949845251226
RHBDL2,-0.026417354387306524,0.11349857462228043,0.23397571232979072
HADH,-0.024855599499669978,0.11353103897726854,0.2340093309444653
SLC35F2,-0.009687323227558942,0.11354962400246373,0.2340143360915886
RRAGD,-0.042799959503302176,0.1136249188861435,0.23403630903681774
ARF4,0.021744301013793432,0.11362169424510198,0.23403630903681774
NAT10,0.02498438980432205,0.11359179171069926,0.23403630903681774
RCAN3,-0.00968074649342121,0.11360468494485093,0.23403630903681774
C17orf80,-0.011822133231822463,0.11370546986673312,0.23413563058711437
KCNMB2,0.013137686329665499,0.11370474739538897,0.23413563058711437
KRTAP10-9,0.006601241883157805,0.11404562220367954,0.23480267121508097
PAQR5,0.007731561163888401,0.11408801246652434,0.23484213268088389
RNF112,0.012726693519883092,0.11409721676852941,0.23484213268088389
AHCY,0.023200920803983394,0.11424560586119455,0.23511414539550182
IL7R,-0.06161894591871331,0.11431826154921874,0.23522639195746398
MRPL28,0.01683894825009613,0.11433262906521309,0.23522639195746398
PANX1,-0.008951250044861858,0.11445997371298344,0.23545494379475249
TELO2,0.019498770843741298,0.11456233672225213,0.23563204843582786
TTLL11,0.007176134345740159,0.11458229841945186,0.2356396436614143
ZSCAN31,-0.008631721058915964,0.11464230402330043,0.2357295757344525
PPP1R1C,0.008634823593816954,0.11507258474029325,0.23658074057890807
IL10,0.05211153277172009,0.1151472886506982,0.2367007279047279
TMEM50B,-0.020988722673666693,0.11516467825146023,0.2367028806292252
DNMBP,0.009085819670900719,0.11520706060989293,0.2367563941364485
MTG2,0.010420731360049729,0.1152412103367278,0.23679297638206348
NCDN,0.01719050025097335,0.11527309190131213,0.23682488838278082
EPT1,-0.010700095615781002,0.11537442011759852,0.23699944702642137
RRAGB,-0.01081355125372685,0.11547507134202342,0.2371353581457179
ZNF585B,-0.0042350100108841104,0.11550607233623583,0.2371353581457179
LYST,0.024897222816913533,0.11549993559909168,0.2371353581457179
BPI,0.051236181010826165,0.11548439666856478,0.2371353581457179
SLC2A5,0.02471120577997965,0.11561621053568959,0.2373278335315941
AMOTL2,0.017347273813510533,0.11563289294050834,0.2373284428723711
ATF5,0.030945172056076053,0.11573087890221725,0.23749589827425824
GDF11,0.014165110661950031,0.11575569752136394,0.23751317791463883
ZNF683,0.08936325292757896,0.11581346680887727,0.237598052869657
GRB10,0.007298566598723966,0.11590561028192267,0.2377197478509442
TSC22D4,0.0327886022823467,0.11589521536666604,0.2377197478509442
SNORD36C,0.011446566322442564,0.116113856617109,0.2381131387855312
BNIP3L,-0.05070578400888337,0.11622091929673777,0.2382989517403666
GRIN3B,0.007465345037779514,0.1163957388935104,0.23862362096724768
DPY19L1,-0.021716873877499765,0.11653114419921953,0.23883360585559585
KCNMA1,0.006399416474218711,0.11652362213634278,0.23883360585559585
RAB38,0.015019262741307493,0.11658907291017466,0.23891852462237828
SLC39A14,-0.007042502835867381,0.11664375123947972,0.2389967595066663
ELK3,0.007271374375941164,0.11669339100761074,0.23906464997938245
DEFA5,-0.007933949123487771,0.11676357811421877,0.2391746097307799
NAP1L3,0.009773074618803612,0.11679683688602463,0.23920890631464659
TIGD1,0.006371161245963819,0.1168816759669141,0.2393488187056106
TNIP1,-0.04732926233357482,0.11695210381760694,0.2394591845765082
LRRC40,-0.004767501753536685,0.1170244724760606,0.23957349248668008
THBD,0.015169292614946706,0.11705248537348907,0.23959697543098019
EPS8L2,0.00575613025800692,0.11707678268624286,0.23961284731207314
DPH2,0.00846432247614981,0.11718166240417087,0.2397936137697105
GRIP2,0.005341058587732483,0.11721413813757321,0.2398261868603772
CD7,0.04978224842156642,0.11723829677409477,0.23984173594293626
ABI1,-0.026536737450755687,0.11733795448469958,0.24001171201191762
GRIN2A,0.013683782780549159,0.11753974147433796,0.240390513345709
SELP,0.01234351877042883,0.1176392307247487,0.24056001945747002
BCAT2,0.021640959334534138,0.11769676000694419,0.24064368604468941
DUS1L,0.017303075761790687,0.1178472129537781,0.2408764135837219
CRYL1,0.01640493244231145,0.11786047659954689,0.2408764135837219
AURKB,0.010200215239665411,0.11783724372257796,0.2408764135837219
SUCO,-0.004063946795211493,0.11800428842150602,0.24110228713458784
MAP2K1,0.03153428057563623,0.11799441325363855,0.24110228713458784
WRNIP1,0.01807610268943982,0.11804549178712705,0.24112415289132252
PDK4,-0.03768427094046256,0.11805982816856136,0.24112415289132252
ZNF621,-0.017350190978180358,0.11807442374133367,0.24112415289132252
FOXL2,0.00810666348737854,0.11808158081042189,0.24112415289132252
BID,-0.01788219311646788,0.11819517395411885,0.2412185079493515
ARRDC4,-0.0108766640200475,0.11817207943176253,0.2412185079493515
